fill	colour	x	y	density	group	level	piece	xmin	xmax	ymin	ymax
#275278	#275278	0.0606060606060606	0.0768025078369906	0.00026519125556655	1	1	1	0.0454545454545454	0.0757575757575757	0.0611285266457681	0.0924764890282131
#336C9A	#336C9A	0.0909090909090909	0.0768025078369906	0.000416846365581013	1	1	1	0.0757575757575757	0.106060606060606	0.0611285266457681	0.0924764890282131
#3A78AB	#3A78AB	0.121212121212121	0.0768025078369906	0.000490179531916834	1	1	1	0.106060606060606	0.136363636363636	0.0611285266457681	0.0924764890282131
#3671A2	#3671A2	0.151515151515151	0.0768025078369906	0.000448523337661337	1	1	1	0.136363636363636	0.166666666666667	0.0611285266457681	0.0924764890282131
#2C5E88	#2C5E88	0.181818181818182	0.0768025078369906	0.000336239939172743	1	1	1	0.166666666666667	0.196969696969697	0.0611285266457681	0.0924764890282131
#234A6D	#234A6D	0.212121212121212	0.0768025078369906	0.000215916452863981	1	1	1	0.196969696969697	0.227272727272727	0.0611285266457681	0.0924764890282131
#1B3B59	#1B3B59	0.242424242424242	0.0768025078369906	0.000121605963650312	1	1	1	0.227272727272727	0.257575757575757	0.0611285266457681	0.0924764890282131
#16324D	#16324D	0.272727272727273	0.0768025078369906	6.1047109111278e-05	1	1	1	0.257575757575757	0.287878787878788	0.0611285266457681	0.0924764890282131
#142D46	#142D46	0.303030303030303	0.0768025078369906	2.7713309099541e-05	1	1	1	0.287878787878788	0.318181818181818	0.0611285266457681	0.0924764890282131
#132B43	#132B43	0.333333333333333	0.0768025078369906	1.13783276981646e-05	1	1	1	0.318181818181818	0.348484848484848	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.363636363636364	0.0768025078369906	4.35411326787102e-06	1	1	1	0.348484848484848	0.378787878787879	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.393939393939394	0.0768025078369906	1.77605173075639e-06	1	1	1	0.378787878787879	0.409090909090909	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.424242424242424	0.0768025078369906	8.45757781971992e-07	1	1	1	0.409090909090909	0.439393939393939	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.454545454545454	0.0768025078369906	4.07003598783721e-07	1	1	1	0.439393939393939	0.469696969696969	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.484848484848485	0.0768025078369906	1.68689477914978e-07	1	1	1	0.46969696969697	0.5	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.515151515151515	0.0768025078369906	5.73131770564719e-08	1	1	1	0.5	0.53030303030303	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.545454545454545	0.0768025078369906	1.5873836287207e-08	1	1	1	0.53030303030303	0.56060606060606	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.575757575757575	0.0768025078369906	3.53989722392807e-09	1	1	1	0.56060606060606	0.590909090909091	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.606060606060606	0.0768025078369906	6.37170446684556e-10	1	1	1	0.590909090909091	0.621212121212121	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.636363636363636	0.0768025078369906	1.02957593294631e-10	1	1	1	0.621212121212121	0.651515151515151	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.666666666666666	0.0768025078369906	1.85493236233244e-11	1	1	1	0.651515151515151	0.681818181818182	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.696969696969697	0.0768025078369906	3.65966347242396e-12	1	1	1	0.681818181818182	0.712121212121212	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.727272727272727	0.0768025078369906	6.09898160608899e-13	1	1	1	0.712121212121212	0.742424242424242	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.757575757575757	0.0768025078369906	7.3459162395784e-14	1	1	1	0.742424242424242	0.772727272727272	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.787878787878788	0.0768025078369906	6.37815399016206e-15	1	1	1	0.772727272727272	0.803030303030303	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.818181818181818	0.0768025078369906	1.25918024265865e-15	1	1	1	0.803030303030303	0.833333333333333	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.848484848484848	0.0768025078369906	1.86758602488003e-15	1	1	1	0.833333333333333	0.863636363636364	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.878787878787879	0.0768025078369906	2.5276538683284e-15	1	1	1	0.863636363636364	0.893939393939394	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.909090909090909	0.0768025078369906	2.3235226385588e-15	1	1	1	0.893939393939394	0.924242424242424	0.0611285266457681	0.0924764890282131
#FFFFFF	#FFFFFF	0.939393939393939	0.0768025078369906	1.4411606851843e-15	1	1	1	0.924242424242424	0.954545454545454	0.0611285266457681	0.0924764890282131
#22496B	#22496B	0.0606060606060606	0.108150470219436	0.000205981544345577	1	1	1	0.0454545454545454	0.0757575757575757	0.0924764890282132	0.123824451410658
#2D5F89	#2D5F89	0.0909090909090909	0.108150470219436	0.000343755958928083	1	1	1	0.0757575757575757	0.106060606060606	0.0924764890282132	0.123824451410658
#3570A0	#3570A0	0.121212121212121	0.108150470219436	0.000441895966075894	1	1	1	0.106060606060606	0.136363636363636	0.0924764890282132	0.123824451410658
#3773A4	#3773A4	0.151515151515151	0.108150470219436	0.00046087510862926	1	1	1	0.136363636363636	0.166666666666667	0.0924764890282132	0.123824451410658
#336A99	#336A99	0.181818181818182	0.108150470219436	0.000409379864719124	1	1	1	0.166666666666667	0.196969696969697	0.0924764890282132	0.123824451410658
#2B5B84	#2B5B84	0.212121212121212	0.108150470219436	0.000317742267709193	1	1	1	0.196969696969697	0.227272727272727	0.0924764890282132	0.123824451410658
#234B6E	#234B6E	0.242424242424242	0.108150470219436	0.000218655159389466	1	1	1	0.227272727272727	0.257575757575757	0.0924764890282132	0.123824451410658
#1C3E5C	#1C3E5C	0.272727272727273	0.108150470219436	0.000135745222893372	1	1	1	0.257575757575757	0.287878787878788	0.0924764890282132	0.123824451410658
#183450	#183450	0.303030303030303	0.108150470219436	7.57184436360279e-05	1	1	1	0.287878787878788	0.318181818181818	0.0924764890282132	0.123824451410658
#152E48	#152E48	0.333333333333333	0.108150470219436	3.71079160148227e-05	1	1	1	0.318181818181818	0.348484848484848	0.0924764890282132	0.123824451410658
#132B44	#132B44	0.363636363636364	0.108150470219436	1.64984572235793e-05	1	1	1	0.348484848484848	0.378787878787879	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.393939393939394	0.108150470219436	7.5240012717811e-06	1	1	1	0.378787878787879	0.409090909090909	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.424242424242424	0.108150470219436	3.77612787204056e-06	1	1	1	0.409090909090909	0.439393939393939	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.454545454545454	0.108150470219436	1.902007605019e-06	1	1	1	0.439393939393939	0.469696969696969	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.484848484848485	0.108150470219436	8.66817571390215e-07	1	1	1	0.46969696969697	0.5	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.515151515151515	0.108150470219436	3.40930485723351e-07	1	1	1	0.5	0.53030303030303	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.545454545454545	0.108150470219436	1.11609559648467e-07	1	1	1	0.53030303030303	0.56060606060606	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.575757575757575	0.108150470219436	2.97467665906131e-08	1	1	1	0.56060606060606	0.590909090909091	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.606060606060606	0.108150470219436	6.89415402242484e-09	1	1	1	0.590909090909091	0.621212121212121	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.636363636363636	0.108150470219436	1.68270416263625e-09	1	1	1	0.621212121212121	0.651515151515151	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.666666666666666	0.108150470219436	4.54844153690771e-10	1	1	1	0.651515151515151	0.681818181818182	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.696969696969697	0.108150470219436	1.08855747881056e-10	1	1	1	0.681818181818182	0.712121212121212	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.727272727272727	0.108150470219436	1.92736210608169e-11	1	1	1	0.712121212121212	0.742424242424242	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.757575757575757	0.108150470219436	2.37475715400306e-12	1	1	1	0.742424242424242	0.772727272727272	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.787878787878788	0.108150470219436	2.38719187409402e-13	1	1	1	0.772727272727272	0.803030303030303	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.818181818181818	0.108150470219436	1.34008551315507e-13	1	1	1	0.803030303030303	0.833333333333333	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.848484848484848	0.108150470219436	2.48486215833151e-13	1	1	1	0.833333333333333	0.863636363636364	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.878787878787879	0.108150470219436	3.38040693842925e-13	1	1	1	0.863636363636364	0.893939393939394	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.909090909090909	0.108150470219436	3.10770916430597e-13	1	1	1	0.893939393939394	0.924242424242424	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.939393939393939	0.108150470219436	1.92755446263834e-13	1	1	1	0.924242424242424	0.954545454545454	0.0924764890282132	0.123824451410658
#183652	#183652	0.0606060606060606	0.139498432601881	8.77314276854499e-05	1	1	1	0.0454545454545454	0.0757575757575757	0.123824451410658	0.155172413793103
#1E4161	#1E4161	0.0909090909090909	0.139498432601881	0.000160466061846556	1	1	1	0.0757575757575757	0.106060606060606	0.123824451410658	0.155172413793103
#244E72	#244E72	0.121212121212121	0.139498432601881	0.000236828477365442	1	1	1	0.106060606060606	0.136363636363636	0.123824451410658	0.155172413793103
#29587F	#29587F	0.151515151515151	0.139498432601881	0.000297089734137787	1	1	1	0.136363636363636	0.166666666666667	0.123824451410658	0.155172413793103
#2B5C85	#2B5C85	0.181818181818182	0.139498432601881	0.00032505503937365	1	1	1	0.166666666666667	0.196969696969697	0.123824451410658	0.155172413793103
#2B5A83	#2B5A83	0.212121212121212	0.139498432601881	0.000313192051070917	1	1	1	0.196969696969697	0.227272727272727	0.123824451410658	0.155172413793103
#275379	#275379	0.242424242424242	0.139498432601881	0.000270327146058075	1	1	1	0.227272727272727	0.257575757575757	0.123824451410658	0.155172413793103
#22496C	#22496C	0.272727272727273	0.139498432601881	0.000209350182545986	1	1	1	0.257575757575757	0.287878787878788	0.123824451410658	0.155172413793103
#1D3E5D	#1D3E5D	0.303030303030303	0.139498432601881	0.000140544329730632	1	1	1	0.287878787878788	0.318181818181818	0.123824451410658	0.155172413793103
#183551	#183551	0.333333333333333	0.139498432601881	8.03147539867857e-05	1	1	1	0.318181818181818	0.348484848484848	0.123824451410658	0.155172413793103
#152F49	#152F49	0.363636363636364	0.139498432601881	4.15079698873847e-05	1	1	1	0.348484848484848	0.378787878787879	0.123824451410658	0.155172413793103
#132C45	#132C45	0.393939393939394	0.139498432601881	2.1737719781713e-05	1	1	1	0.378787878787879	0.409090909090909	0.123824451410658	0.155172413793103
#132B43	#132B43	0.424242424242424	0.139498432601881	1.19534764821101e-05	1	1	1	0.409090909090909	0.439393939393939	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.454545454545454	0.139498432601881	6.47556167835941e-06	1	1	1	0.439393939393939	0.469696969696969	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.484848484848485	0.139498432601881	3.25565920920983e-06	1	1	1	0.46969696969697	0.5	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.515151515151515	0.139498432601881	1.45188208526629e-06	1	1	1	0.5	0.53030303030303	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.545454545454545	0.139498432601881	5.4943471414558e-07	1	1	1	0.53030303030303	0.56060606060606	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.575757575757575	0.139498432601881	1.79052618940315e-07	1	1	1	0.56060606060606	0.590909090909091	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.606060606060606	0.139498432601881	5.77611552119198e-08	1	1	1	0.590909090909091	0.621212121212121	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.636363636363636	0.139498432601881	2.05194930794215e-08	1	1	1	0.621212121212121	0.651515151515151	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.666666666666666	0.139498432601881	6.86471186991877e-09	1	1	1	0.651515151515151	0.681818181818182	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.696969696969697	0.139498432601881	1.77016199859384e-09	1	1	1	0.681818181818182	0.712121212121212	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.727272727272727	0.139498432601881	3.21577828592004e-10	1	1	1	0.712121212121212	0.742424242424242	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.757575757575757	0.139498432601881	4.06161045558457e-11	1	1	1	0.742424242424242	0.772727272727272	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.787878787878788	0.139498432601881	6.17468748505101e-12	1	1	1	0.772727272727272	0.803030303030303	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.818181818181818	0.139498432601881	8.55542698315712e-12	1	1	1	0.803030303030303	0.833333333333333	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.848484848484848	0.139498432601881	1.68956060261331e-11	1	1	1	0.833333333333333	0.863636363636364	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.878787878787879	0.139498432601881	2.30136603663765e-11	1	1	1	0.863636363636364	0.893939393939394	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.909090909090909	0.139498432601881	2.11576473130779e-11	1	1	1	0.893939393939394	0.924242424242424	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.939393939393939	0.139498432601881	1.31230219740464e-11	1	1	1	0.924242424242424	0.954545454545454	0.123824451410658	0.155172413793103
#132C45	#132C45	0.0606060606060606	0.170846394984326	2.13996769436902e-05	1	1	1	0.0454545454545454	0.0757575757575757	0.155172413793104	0.186520376175549
#15304A	#15304A	0.0909090909090909	0.170846394984326	4.55606285143729e-05	1	1	1	0.0757575757575757	0.106060606060606	0.155172413793104	0.186520376175549
#183551	#183551	0.121212121212121	0.170846394984326	8.2665669536116e-05	1	1	1	0.106060606060606	0.136363636363636	0.155172413793104	0.186520376175549
#1C3D5B	#1C3D5B	0.151515151515151	0.170846394984326	0.000130650092712853	1	1	1	0.136363636363636	0.166666666666667	0.155172413793104	0.186520376175549
#204566	#204566	0.181818181818182	0.170846394984326	0.000179908188317251	1	1	1	0.166666666666667	0.196969696969697	0.155172413793104	0.186520376175549
#234B6E	#234B6E	0.212121212121212	0.170846394984326	0.000218901717806851	1	1	1	0.196969696969697	0.227272727272727	0.155172413793104	0.186520376175549
#244E72	#244E72	0.242424242424242	0.170846394984326	0.000237906588364597	1	1	1	0.227272727272727	0.257575757575757	0.155172413793104	0.186520376175549
#234C6F	#234C6F	0.272727272727273	0.170846394984326	0.000224218056798069	1	1	1	0.257575757575757	0.287878787878788	0.155172413793104	0.186520376175549
#1F4465	#1F4465	0.303030303030303	0.170846394984326	0.000176921360004344	1	1	1	0.287878787878788	0.318181818181818	0.155172413793104	0.186520376175549
#1B3B59	#1B3B59	0.333333333333333	0.170846394984326	0.000119980674631387	1	1	1	0.318181818181818	0.348484848484848	0.155172413793104	0.186520376175549
#183450	#183450	0.363636363636364	0.170846394984326	7.68841448149789e-05	1	1	1	0.348484848484848	0.378787878787879	0.155172413793104	0.186520376175549
#15304A	#15304A	0.393939393939394	0.170846394984326	4.98115194447766e-05	1	1	1	0.378787878787879	0.409090909090909	0.155172413793104	0.186520376175549
#142E47	#142E47	0.424242424242424	0.170846394984326	3.15422777216211e-05	1	1	1	0.409090909090909	0.439393939393939	0.155172413793104	0.186520376175549
#132C44	#132C44	0.454545454545454	0.170846394984326	1.84948065588489e-05	1	1	1	0.439393939393939	0.469696969696969	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.484848484848485	0.170846394984326	9.88514835763593e-06	1	1	1	0.46969696969697	0.5	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.515151515151515	0.170846394984326	4.75406049328138e-06	1	1	1	0.5	0.53030303030303	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.545454545454545	0.170846394984326	2.03077348348006e-06	1	1	1	0.53030303030303	0.56060606060606	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.575757575757575	0.170846394984326	8.21300222808837e-07	1	1	1	0.56060606060606	0.590909090909091	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.606060606060606	0.170846394984326	3.55999445698571e-07	1	1	1	0.590909090909091	0.621212121212121	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.636363636363636	0.170846394984326	1.56981793839423e-07	1	1	1	0.621212121212121	0.651515151515151	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.666666666666666	0.170846394984326	5.74971221470707e-08	1	1	1	0.651515151515151	0.681818181818182	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.696969696969697	0.170846394984326	1.53324582001589e-08	1	1	1	0.681818181818182	0.712121212121212	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.727272727272727	0.170846394984326	2.83941667649143e-09	1	1	1	0.712121212121212	0.742424242424242	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.757575757575757	0.170846394984326	3.81067139645572e-10	1	1	1	0.742424242424242	0.772727272727272	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.787878787878788	0.170846394984326	1.27974924679985e-10	1	1	1	0.772727272727272	0.803030303030303	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.818181818181818	0.170846394984326	2.91620668243135e-10	1	1	1	0.803030303030303	0.833333333333333	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.848484848484848	0.170846394984326	5.85324670733001e-10	1	1	1	0.833333333333333	0.863636363636364	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.878787878787879	0.170846394984326	7.97523136928638e-10	1	1	1	0.863636363636364	0.893939393939394	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.909090909090909	0.170846394984326	7.33208455485985e-10	1	1	1	0.893939393939394	0.924242424242424	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.939393939393939	0.170846394984326	4.54772287540207e-10	1	1	1	0.924242424242424	0.954545454545454	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.0606060606060606	0.202194357366771	3.31291433014411e-06	1	1	1	0.0454545454545454	0.0757575757575757	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.0909090909090909	0.202194357366771	8.99190419137047e-06	1	1	1	0.0757575757575757	0.106060606060606	0.186520376175549	0.217868338557994
#132C45	#132C45	0.121212121212121	0.202194357366771	2.11885483819753e-05	1	1	1	0.106060606060606	0.136363636363636	0.186520376175549	0.217868338557994
#152F49	#152F49	0.151515151515151	0.202194357366771	4.26885168443507e-05	1	1	1	0.136363636363636	0.166666666666667	0.186520376175549	0.217868338557994
#173450	#173450	0.181818181818182	0.202194357366771	7.42282522401424e-05	1	1	1	0.166666666666667	0.196969696969697	0.186520376175549	0.217868338557994
#1A3A58	#1A3A58	0.212121212121212	0.202194357366771	0.000113958827190353	1	1	1	0.196969696969697	0.227272727272727	0.186520376175549	0.217868338557994
#1D4060	#1D4060	0.242424242424242	0.202194357366771	0.000152155621831986	1	1	1	0.227272727272727	0.257575757575757	0.186520376175549	0.217868338557994
#1F4363	#1F4363	0.272727272727273	0.202194357366771	0.000170169896755636	1	1	1	0.257575757575757	0.287878787878788	0.186520376175549	0.217868338557994
#1E4262	#1E4262	0.303030303030303	0.202194357366771	0.000160964411126269	1	1	1	0.287878787878788	0.318181818181818	0.186520376175549	0.217868338557994
#1C3E5D	#1C3E5D	0.333333333333333	0.202194357366771	0.000139522249894381	1	1	1	0.318181818181818	0.348484848484848	0.186520376175549	0.217868338557994
#1B3B59	#1B3B59	0.363636363636364	0.202194357366771	0.000118927141920286	1	1	1	0.348484848484848	0.378787878787879	0.186520376175549	0.217868338557994
#193854	#193854	0.393939393939394	0.202194357366771	9.66869765655642e-05	1	1	1	0.378787878787879	0.409090909090909	0.186520376175549	0.217868338557994
#17334F	#17334F	0.424242424242424	0.202194357366771	6.98407293906645e-05	1	1	1	0.409090909090909	0.439393939393939	0.186520376175549	0.217868338557994
#152F49	#152F49	0.454545454545454	0.202194357366771	4.38184982825423e-05	1	1	1	0.439393939393939	0.469696969696969	0.186520376175549	0.217868338557994
#142D45	#142D45	0.484848484848485	0.202194357366771	2.44066413296513e-05	1	1	1	0.46969696969697	0.5	0.186520376175549	0.217868338557994
#132B43	#132B43	0.515151515151515	0.202194357366771	1.23175758828216e-05	1	1	1	0.5	0.53030303030303	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.545454545454545	0.202194357366771	5.76300419555909e-06	1	1	1	0.53030303030303	0.56060606060606	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.575757575757575	0.202194357366771	2.73077477109319e-06	1	1	1	0.56060606060606	0.590909090909091	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.606060606060606	0.202194357366771	1.40104110834775e-06	1	1	1	0.590909090909091	0.621212121212121	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.636363636363636	0.202194357366771	6.81060739772399e-07	1	1	1	0.621212121212121	0.651515151515151	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.666666666666666	0.202194357366771	2.60497222291064e-07	1	1	1	0.651515151515151	0.681818181818182	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.696969696969697	0.202194357366771	7.1385761738227e-08	1	1	1	0.681818181818182	0.712121212121212	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.727272727272727	0.202194357366771	1.3686490951213e-08	1	1	1	0.712121212121212	0.742424242424242	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.757575757575757	0.202194357366771	2.20219014020143e-09	1	1	1	0.742424242424242	0.772727272727272	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.787878787878788	0.202194357366771	1.88009652971927e-09	1	1	1	0.772727272727272	0.803030303030303	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.818181818181818	0.202194357366771	5.12319873583456e-09	1	1	1	0.803030303030303	0.833333333333333	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.848484848484848	0.202194357366771	1.03242458801816e-08	1	1	1	0.833333333333333	0.863636363636364	0.186520376175549	0.217868338557994
