fill	colour	x	y	density	group	level	piece	xmin	xmax	ymin	ymax
#FFFFFF	#FFFFFF	0.454545454545455	0.139498432601881	1.53455488731602e-06	1	1	1	0.439393939393939	0.46969696969697	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.484848484848485	0.139498432601881	4.43485842765616e-07	1	1	1	0.46969696969697	0.5	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.515151515151515	0.139498432601881	8.40800677347916e-08	1	1	1	0.5	0.53030303030303	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.545454545454545	0.139498432601881	1.00957601229863e-08	1	1	1	0.53030303030303	0.560606060606061	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.575757575757576	0.139498432601881	7.59949906057938e-10	1	1	1	0.560606060606061	0.590909090909091	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.606060606060606	0.139498432601881	3.73469311413656e-11	1	1	1	0.590909090909091	0.621212121212121	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.636363636363636	0.139498432601881	1.77467217179709e-12	1	1	1	0.621212121212121	0.651515151515151	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.666666666666667	0.139498432601881	1.91745405863679e-13	1	1	1	0.651515151515152	0.681818181818182	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.696969696969697	0.139498432601881	2.53503663348183e-14	1	1	1	0.681818181818182	0.712121212121212	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.727272727272727	0.139498432601881	2.25546029086543e-15	1	1	1	0.712121212121212	0.742424242424242	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.757575757575758	0.139498432601881	1.23659988502991e-16	1	1	1	0.742424242424243	0.772727272727273	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.787878787878788	0.139498432601881	4.13578616697498e-18	1	1	1	0.772727272727273	0.803030303030303	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.818181818181818	0.139498432601881	8.42203848493942e-20	1	1	1	0.803030303030303	0.833333333333333	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.848484848484849	0.139498432601881	1.04368045223412e-21	1	1	1	0.833333333333333	0.863636363636364	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.878787878787879	0.139498432601881	7.86892732964107e-24	1	1	1	0.863636363636364	0.893939393939394	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.909090909090909	0.139498432601881	3.60925866346416e-26	1	1	1	0.893939393939394	0.924242424242424	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.939393939393939	0.139498432601881	1.00705362153947e-28	1	1	1	0.924242424242424	0.954545454545454	0.123824451410658	0.155172413793103
#142E47	#142E47	0.0606060606060605	0.170846394984326	3.19731536425579e-05	1	1	1	0.0454545454545454	0.0757575757575756	0.155172413793104	0.186520376175549
#17334E	#17334E	0.0909090909090909	0.170846394984326	6.49009028654964e-05	1	1	1	0.0757575757575758	0.106060606060606	0.155172413793104	0.186520376175549
#1A3956	#1A3956	0.121212121212121	0.170846394984326	0.000107106448652575	1	1	1	0.106060606060606	0.136363636363636	0.155172413793104	0.186520376175549
#1E4160	#1E4160	0.151515151515151	0.170846394984326	0.000155962215384624	1	1	1	0.136363636363636	0.166666666666667	0.155172413793104	0.186520376175549
#22496B	#22496B	0.181818181818182	0.170846394984326	0.000205916507579798	1	1	1	0.166666666666667	0.196969696969697	0.155172413793104	0.186520376175549
#244E72	#244E72	0.212121212121212	0.170846394984326	0.000237501560489014	1	1	1	0.196969696969697	0.227272727272727	0.155172413793104	0.186520376175549
#234B6F	#234B6F	0.242424242424242	0.170846394984326	0.000221223039035425	1	1	1	0.227272727272727	0.257575757575757	0.155172413793104	0.186520376175549
#1E4161	#1E4161	0.272727272727273	0.170846394984326	0.000159904772107645	1	1	1	0.257575757575758	0.287878787878788	0.155172413793104	0.186520376175549
#193854	#193854	0.303030303030303	0.170846394984326	9.62764011234785e-05	1	1	1	0.287878787878788	0.318181818181818	0.155172413793104	0.186520376175549
#16314C	#16314C	0.333333333333333	0.170846394984326	5.59540328147055e-05	1	1	1	0.318181818181818	0.348484848484848	0.155172413793104	0.186520376175549
#142E47	#142E47	0.363636363636364	0.170846394984326	3.28176952907495e-05	1	1	1	0.348484848484849	0.378787878787879	0.155172413793104	0.186520376175549
#132C44	#132C44	0.393939393939394	0.170846394984326	1.79701766914367e-05	1	1	1	0.378787878787879	0.409090909090909	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.424242424242424	0.170846394984326	8.57797474656779e-06	1	1	1	0.409090909090909	0.439393939393939	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.454545454545455	0.170846394984326	3.31263458255452e-06	1	1	1	0.439393939393939	0.46969696969697	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.484848484848485	0.170846394984326	9.39070721073778e-07	1	1	1	0.46969696969697	0.5	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.515151515151515	0.170846394984326	1.80817280723056e-07	1	1	1	0.5	0.53030303030303	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.545454545454545	0.170846394984326	2.28224651254549e-08	1	1	1	0.53030303030303	0.560606060606061	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.575757575757576	0.170846394984326	1.97499321163606e-09	1	1	1	0.560606060606061	0.590909090909091	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.606060606060606	0.170846394984326	1.75558113847603e-10	1	1	1	0.590909090909091	0.621212121212121	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.636363636363636	0.170846394984326	3.18399243150287e-11	1	1	1	0.621212121212121	0.651515151515151	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.666666666666667	0.170846394984326	6.67292304882713e-12	1	1	1	0.651515151515152	0.681818181818182	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.696969696969697	0.170846394984326	9.58975336100429e-13	1	1	1	0.681818181818182	0.712121212121212	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.727272727272727	0.170846394984326	8.57679569455005e-14	1	1	1	0.712121212121212	0.742424242424242	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.757575757575758	0.170846394984326	4.6964421035457e-15	1	1	1	0.742424242424243	0.772727272727273	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.787878787878788	0.170846394984326	1.56810519633742e-16	1	1	1	0.772727272727273	0.803030303030303	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.818181818181818	0.170846394984326	3.18828601154894e-18	1	1	1	0.803030303030303	0.833333333333333	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.848484848484849	0.170846394984326	3.94533927577187e-20	1	1	1	0.833333333333333	0.863636363636364	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.878787878787879	0.170846394984326	2.9706640618612e-22	1	1	1	0.863636363636364	0.893939393939394	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.909090909090909	0.170846394984326	1.36086416906466e-24	1	1	1	0.893939393939394	0.924242424242424	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.939393939393939	0.170846394984326	3.79286330201303e-27	1	1	1	0.924242424242424	0.954545454545454	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.0606060606060605	0.202194357366771	6.16516856042368e-06	1	1	1	0.0454545454545454	0.0757575757575756	0.186520376175549	0.217868338557994
#132B43	#132B43	0.0909090909090909	0.202194357366771	1.54717745223548e-05	1	1	1	0.0757575757575758	0.106060606060606	0.186520376175549	0.217868338557994
#142E47	#142E47	0.121212121212121	0.202194357366771	3.39858238976533e-05	1	1	1	0.106060606060606	0.136363636363636	0.186520376175549	0.217868338557994
#17334E	#17334E	0.151515151515151	0.202194357366771	6.72833776796744e-05	1	1	1	0.136363636363636	0.166666666666667	0.186520376175549	0.217868338557994
#1B3B58	#1B3B58	0.181818181818182	0.202194357366771	0.000116963759067255	1	1	1	0.166666666666667	0.196969696969697	0.186520376175549	0.217868338557994
#1F4263	#1F4263	0.212121212121212	0.202194357366771	0.000166679537981821	1	1	1	0.196969696969697	0.227272727272727	0.186520376175549	0.217868338557994
#204566	#204566	0.242424242424242	0.202194357366771	0.000183712725071643	1	1	1	0.227272727272727	0.257575757575757	0.186520376175549	0.217868338557994
#1E4161	#1E4161	0.272727272727273	0.202194357366771	0.000160720271421676	1	1	1	0.257575757575758	0.287878787878788	0.186520376175549	0.217868338557994
#1B3C5A	#1B3C5A	0.303030303030303	0.202194357366771	0.000125390357506666	1	1	1	0.287878787878788	0.318181818181818	0.186520376175549	0.217868338557994
#193753	#193753	0.333333333333333	0.202194357366771	9.40811084457912e-05	1	1	1	0.318181818181818	0.348484848484848	0.186520376175549	0.217868338557994
#17334D	#17334D	0.363636363636364	0.202194357366771	6.38722495725464e-05	1	1	1	0.348484848484849	0.378787878787879	0.186520376175549	0.217868338557994
#152E48	#152E48	0.393939393939394	0.202194357366771	3.63997236196367e-05	1	1	1	0.378787878787879	0.409090909090909	0.186520376175549	0.217868338557994
#132B44	#132B44	0.424242424242424	0.202194357366771	1.70439206307648e-05	1	1	1	0.409090909090909	0.439393939393939	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.454545454545455	0.202194357366771	6.40030397010389e-06	1	1	1	0.439393939393939	0.46969696969697	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.484848484848485	0.202194357366771	1.81495542013179e-06	1	1	1	0.46969696969697	0.5	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.515151515151515	0.202194357366771	3.6747226706143e-07	1	1	1	0.5	0.53030303030303	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.545454545454545	0.202194357366771	5.45814364765912e-08	1	1	1	0.53030303030303	0.560606060606061	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.575757575757576	0.202194357366771	8.16518139105254e-09	1	1	1	0.560606060606061	0.590909090909091	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.606060606060606	0.202194357366771	2.08756917417085e-09	1	1	1	0.590909090909091	0.621212121212121	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.636363636363636	0.202194357366771	6.41951380938729e-10	1	1	1	0.621212121212121	0.651515151515151	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.666666666666667	0.202194357366771	1.45145715325119e-10	1	1	1	0.651515151515152	0.681818181818182	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.696969696969697	0.202194357366771	2.09659597735032e-11	1	1	1	0.681818181818182	0.712121212121212	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.727272727272727	0.202194357366771	1.87150309083229e-12	1	1	1	0.712121212121212	0.742424242424242	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.757575757575758	0.202194357366771	1.0223487836096e-13	1	1	1	0.742424242424243	0.772727272727273	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.787878787878788	0.202194357366771	3.40615713548683e-15	1	1	1	0.772727272727273	0.803030303030303	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.818181818181818	0.202194357366771	6.91204033439455e-17	1	1	1	0.803030303030303	0.833333333333333	0.186520376175549	0.217868338557994
